ANNOSCOLASTICO,CODICESCUOLA,CLASSI,BAMBINIMASCHI,BAMBINIFEMMINE
202324,BNAA84301R,9,40,45
202324,RIAA81102N,2,20,16
202324,NUAA82401E,2,19,16
202324,CBAA847019,5,51,45
202324,LCAA81002T,12,38,39
202324,LTAA840014,4,31,58
202324,FIAA870021,2,18,21
202324,RAAA81801N,8,88,83
202324,PAAA86406V,2,18,10
202324,MOAA82603Q,3,31,27
202324,BAAA87601T,9,58,72
202324,TPAA81701G,2,13,11
202324,AGAA82407G,1,9,13
202324,MEAA83707T,4,31,41
202324,NAAA101135,4,41,28
202324,VAAA83301D,2,13,17
202324,CZAA848043,4,41,28
202324,MIAA8B3011,9,103,108
202324,FIAA81802X,1,9,17
202324,RMAA870013,2,17,18
202324,PAAA8AA015,8,73,89
202324,CAAA879049,2,21,16
202324,GOAA81003Q,1,19,27
202324,VVAA829015,3,31,27
202324,FGAA856022,1,7,4
202324,RMAA8CN01Q,7,81,86
202324,NAAA8CQ03A,4,32,26
202324,VRAA88902L,2,19,21
202324,SIAA826016,3,32,36
202324,CLAA830033,5,44,39
202324,PIAA811031,5,75,51
202324,SVAA803024,2,22,14
202324,AVAA843055,1,1,0
202324,PAAA117045,1,13,12
202324,MBAA8EZ03G,4,52,43
202324,BAAA85703E,3,34,36
202324,MOAA837025,2,25,14
202324,LUAA82401N,3,47,29
202324,VIAA88201C,4,37,32
202324,RCAA832015,2,17,16
202324,BIAA80001A,2,21,19
202324,NAAA03802A,4,29,31
202324,NAAA8E6041,4,33,36
202324,VVAA807029,1,10,10
202324,CHAA84301E,3,33,38
202324,PIAA84202G,1,11,9
202324,PZAA863028,3,26,22
202324,NOAA826022,5,52,47
202324,FIAA82306G,1,9,11
202324,CAAA86302N,4,45,35
202324,TAAA84201B,4,41,48
202324,TPAA821028,2,13,22
202324,PNAA82202V,1,63,43
202324,ALAA808067,1,5,9
202324,SPAA80504B,1,10,10
202324,CLAA828022,1,9,7
202324,VIAA88501X,8,88,85
202324,ANAA83802D,3,33,22
202324,AVAA83705T,4,30,34
202324,GOAA80202Q,2,16,21
202324,MBAA8E201T,7,77,79
202324,PAAA818032,1,10,12
202324,SSAA82010D,1,5,8
202324,LEAA83605A,1,18,11
202324,LUAA821027,3,29,27
202324,TEAA83401V,4,30,45
202324,NAAA03001P,14,129,133
202324,NAAA8E201E,4,33,40
202324,CHAA83902X,1,8,3
202324,AQAA84804B,2,19,25
202324,ALAA83502B,1,14,10
202324,FIAA86002A,5,52,65
202324,MEAA89301X,6,62,70
202324,GOAA80301E,4,29,56
202324,TRAA00503N,3,33,33
202324,VEAA87101P,4,53,37
202324,COAA85603E,4,46,41
202324,SRAA83303Q,3,28,30
202324,PAAA85203D,3,36,26
202324,PAAA8A801X,5,52,43
202324,LIAA80701D,6,55,57
202324,MBAA8GC01V,3,31,35
202324,BAAA866017,5,50,49
202324,RMAA8AJ01T,1,3,6
202324,REAA84501C,4,38,32
202324,BOAA874015,8,79,76
202324,MTAA835016,1,8,13
202324,PGAA81301T,1,8,5
202324,CHAA838013,3,29,33
202324,PDAA87201C,2,22,23
202324,PZAA857032,1,15,5
202324,MIAA8AP016,6,64,53
202324,TOAA8AQ03G,1,8,8
202324,TOAA86903C,3,25,23
202324,CAAA87002R,3,33,23
202324,PZAA814034,3,21,13
202324,VEAA85501R,4,51,40
202324,FGAA842013,2,14,13
202324,MNAA82801L,3,34,36
202324,SAAA815034,1,6,6
202324,NAAA8DS021,4,31,32
202324,VTAA80803G,6,62,52
202324,ALAA81102V,1,12,15
202324,SAAA8BG029,4,49,42
202324,PGAA86505P,3,35,39
202324,TOAA88201R,3,23,33
202324,LOAA80805P,1,15,12
202324,PAAA8A2011,4,47,35
202324,SVAA81507G,2,20,24
202324,TEAA83605P,3,34,30
202324,CHAA83602C,2,25,20
202324,KRAA80601R,3,26,25
202324,PAAA020077,4,43,30
202324,MEAA81806B,1,2,2
202324,LTAA83005N,6,56,88
202324,GRAA81704P,1,5,4
202324,MIAA8A701N,4,43,26
202324,TVAA837017,1,7,11
202324,GEAA808026,5,33,28
202324,FIAA85203C,2,31,14
202324,PSAA80303T,1,11,11
202324,RMAA8DN01A,6,60,61
202324,VEAA86401G,6,58,57
202324,SAAA80903R,1,7,5
202324,CNAA853018,3,25,28
202324,NAAA21401E,2,16,11
202324,RCAA821071,4,47,57
202324,VBAA81405V,1,12,4
202324,TAAA85105A,7,70,63
202324,RIAA827049,1,10,15
202324,BSAA815021,2,19,25
202324,FOAA820025,1,14,11
202324,CLAA81806G,1,4,5
202324,LTAA85502V,2,22,22
202324,NOAA820056,2,22,17
202324,AVAA807041,1,5,7
202324,PAAA892041,3,40,25
202324,PZAA83304E,3,23,31
202324,BAAA85702D,3,41,30
202324,PAAA117034,3,37,26
202324,SAAA88701X,3,28,30
202324,BAAA823019,3,20,26
202324,UDAA84602B,3,33,30
202324,RMAA876023,3,31,20
202324,CSAA8AU044,1,2,8
202324,PDAA858016,3,32,41
202324,MCAA832039,3,29,26
202324,TOAA8AK02G,3,25,27
202324,BRAA818032,2,24,20
202324,PZAA892017,6,62,58
202324,PCAA805013,4,46,59
202324,TAAA81905E,2,23,20
202324,LEAA8AA02V,2,25,20
202324,MIAA80901P,4,40,33
202324,AVAA864034,2,16,14
202324,RGAA82704L,4,48,31
202324,MIAA8E7025,3,37,27
202324,MEAA87901N,4,34,38
202324,VBAA80803D,2,13,16
202324,RIAA82504N,2,23,6
202324,NAAA8FS015,6,47,49
202324,CSAA88705V,2,13,8
202324,FIAA817024,3,37,27
202324,RMAA8EP01L,6,63,59
202324,MOAA82101E,8,90,79
202324,CTAA894011,5,59,51
202324,CEAA8A2038,4,38,35
202324,VEAA82201D,5,53,42
202324,PRAA81504N,1,7,3
202324,CSAA8AS05D,6,30,33
202324,TOAA8BK037,6,61,47
202324,PIAA830029,2,15,22
202324,MEAA814064,1,15,13
202324,BSAA89001N,2,25,16
202324,FRAA83802D,2,19,12
202324,SIAA804019,5,60,57
202324,PTAA815048,2,21,22
202324,CSAA85506C,1,3,3
202324,BRAA82704T,2,21,16
202324,FIAA841032,3,31,34
202324,RMAA8DG023,5,59,52
202324,MCAA826032,4,46,40
202324,NAAA8AF04E,3,31,16
202324,MNAA820056,2,17,10
202324,SRAA808022,4,43,41
202324,LTAA81303T,1,11,11
202324,RCAA82911R,3,29,24
202324,APAA82701L,1,4,5
202324,VBAA81901T,4,37,34
202324,TAAA845031,3,35,28
202324,BSAA806026,3,29,21
202324,NAAA8FP03A,4,41,28
202324,SAAA8B3077,2,19,13
202324,NOAA825048,4,36,37
202324,LTAA85101E,4,39,39
202324,BRAA812022,6,64,65
202324,FOAA01806A,3,33,36
202324,CZAA82901E,3,33,30
202324,CBAA82507P,1,5,7
202324,TPAA01208R,3,37,30
202324,CTAA864026,6,65,48
202324,RMAA8EH01C,9,77,99
202324,BAAA887018,2,20,23
202324,TOAA81202G,2,25,15
202324,AGAA84403L,6,58,66
202324,CSAA8AR025,4,55,46
202324,NUAA82304T,2,18,16
202324,CEAA82203V,2,8,8
202324,BSAA88702V,3,30,15
202324,SAAA8BX018,4,58,40
202324,PEAA810061,1,10,7
202324,RMAA82701R,6,63,48
202324,PSAA821019,4,36,31
202324,AVAA86102G,1,8,7
202324,LCAA827027,2,21,17
202324,MOAA807018,1,11,8
202324,IMAA81105L,1,11,14
202324,LUAA84602G,2,28,18
202324,NAAA361022,8,59,64
202324,BRAA83105E,2,19,26
202324,CTAA806015,7,65,65
202324,VTAA80801D,1,14,11
202324,SAAA8B207B,2,14,9
202324,CSAA81908B,1,3,6
202324,TOAA8BR01X,4,50,31
202324,ATAA808035,1,16,10
202324,AQAA837041,2,18,14
202324,CZAA82404E,2,32,21
202324,CBAA81604R,1,12,12
202324,MOAA81505B,1,8,6
202324,AVAA88303D,5,46,41
202324,TPAA00303R,8,75,70
202324,CAAA09308R,2,22,17
202324,SAAA8A0053,2,14,12
202324,UDAA83701G,1,9,14
202324,PRAA020013,3,45,26
202324,NOAA833058,3,32,30
202324,FOAA81601C,4,51,32
202324,PIAA82603P,5,56,56
202324,CEAA81502P,1,10,8
202324,SIAA80801L,2,29,18
202324,CSAA851043,2,17,20
202324,CRAA81403G,3,45,29
202324,MCAA820044,1,13,7
202324,BOAA832013,3,31,35
202324,PGAA041035,1,16,5
202324,TOAA82501L,3,22,29
202324,MIAA8FM017,3,32,28
202324,MEAA87201V,4,36,28
202324,BSAA849024,6,80,55
202324,FRAA82303R,2,13,19
202324,CSAA818018,6,52,66
202324,CSAA8AG02D,2,19,18
202324,UDAA821034,2,17,16
202324,TSAA80601T,2,14,16
202324,RGAA824034,3,26,36
202324,CTAA88101V,1,8,11
202324,VIAA868016,3,34,25
202324,UDAA83203E,2,18,17
202324,CEAA8AK016,8,70,66
202324,VAAA87902X,4,49,41
202324,SAAA161104,2,21,17
202324,NOAA83204B,2,30,28
202324,ALAA822018,1,14,12
202324,ARAA820024,1,19,7
202324,VRAA86301B,2,18,14
202324,PAAA8BB02L,5,55,47
202324,LEAA881014,4,59,60
202324,MOAA811021,2,31,19
202324,PSAA03901G,3,25,25
202324,NAAA8F8047,3,35,26
202324,AGAA85904B,1,4,8
202324,ATAA00501L,9,105,82
202324,LIAA82203N,1,14,10
202324,BRAA82902B,2,17,23
202324,PAAA87801G,4,51,34
202324,AQAA83406G,1,8,6
202324,MBAA8AC017,5,50,55
202324,CAAA8AE017,2,22,15
202324,SAAA8A601T,3,29,23
202324,FRAA85801N,4,47,48
202324,RMAA8AY02X,4,35,51
202324,NAAA8CC037,3,24,23
202324,ISAA829064,1,7,2
202324,AGAA82803P,4,32,37
202324,POAA81901P,5,54,52
202324,SAAA10406P,2,15,19
202324,FOAA80701N,2,21,27
202324,RMAA8G801N,4,38,50
202324,PGAA82904E,2,17,11
202324,CSAA848025,1,5,6
202324,VRAA857025,2,17,10
202324,MCAA825036,2,17,27
202324,SSAA84504E,2,14,19
202324,LEAA832031,2,18,25
202324,PGAA039024,1,8,9
202324,APAA826073,1,0,3
202324,BNAA85801E,9,84,88
202324,AGAA85303B,2,17,12
202324,ENAA81905P,3,26,31
202324,PGAA847011,1,2,5
202324,PZAA857021,2,21,15
202324,NOAA818012,2,23,23
202324,FIAA870076,3,15,13
202324,LIAA817025,3,23,22
202324,RMAA812013,2,24,17
202324,CZAA10310P,1,7,5
202324,TRAA822029,4,53,54
202324,RGAA811043,3,24,21
202324,CTAA864015,6,69,53
202324,TPAA81801B,2,23,17
202324,AGAA826033,2,23,17
202324,MEAA83905B,1,10,7
202324,FOAA805056,1,34,27
202324,VTAA83601N,3,40,34
202324,SSAA02510N,1,5,9
202324,RMAA8G402B,3,25,29
202324,PEAA81004V,2,13,15
202324,CZAA862016,3,26,26
202324,FIAA82704R,4,44,55
202324,ATAA81202Q,2,30,20
202324,PSAA82004L,6,70,56
202324,BAAA837028,1,32,31
202324,VVAA830019,2,22,18
202324,TPAA829041,2,20,11
202324,REAA813011,3,29,35
202324,LEAA828017,5,60,60
202324,SAAA8AU038,4,65,44
202324,NAAA35104D,5,46,48
202324,MEAA885066,2,20,17
202324,TAAA865025,8,79,76
202324,SIAA82803X,1,11,5
202324,ORAA81403D,2,12,12
202324,FRAA812018,5,58,47
202324,RNAA80501T,2,25,22
202324,ARAA840018,6,66,71
202324,RMAA30704A,3,36,33
202324,GEAA867011,3,41,34
202324,TRAA82102D,2,13,19
202324,RGAA810014,2,17,12
202324,NAAA826023,6,61,34
202324,FRAA85303L,2,26,16
202324,SPAA814013,3,37,20
202324,SAAA8A0031,2,20,12
202324,KRAA804037,4,32,32
202324,COAA84903B,2,12,26
202324,RMAA89903R,6,72,60
202324,NAAA8E9019,8,92,69
202324,VBAA81404T,3,20,19
202324,CNAA83602G,1,10,4
202324,TEAA82205R,9,127,103
202324,VVAA81702X,2,22,21
202324,CSAA85008B,1,3,6
202324,PZAA864057,1,10,12
202324,PCAA819055,1,11,16
202324,SAAA8AQ08R,1,6,5
202324,BOAA867023,2,20,16
202324,CEAA8A702A,1,11,5
202324,BNAA85001X,3,24,23
202324,RIAA808062,2,15,10
202324,PDAA85703C,3,34,32
202324,FRAA821068,1,7,5
202324,RNAA812088,1,10,14
202324,CSAA8AF02N,3,30,27
202324,NOAA81402Q,1,9,17
202324,UDAA821012,3,10,14
202324,RMAA82301D,9,85,82
202324,TOAA865024,3,31,26
202324,TPAA82007N,1,4,7
202324,FRAA849031,8,80,71
202324,BLAA82507V,1,11,11
202324,FEAA815014,5,50,48
202324,CZAA85602X,2,17,15
202324,TRAA009042,2,15,21
202324,LIAA81302T,3,39,32
202324,BAAA831029,2,17,12
202324,RCAA87202L,3,33,27
202324,SAAA8AN023,1,5,6
202324,CAAA82001P,5,44,39
202324,CHAA809035,3,30,35
202324,RCAA806158,3,31,30
202324,CEAA8A2016,3,21,18
202324,NAAA8DJ036,2,7,12
202324,ORAA803055,1,7,6
202324,NOAA80803D,3,22,21
202324,BRAA82703R,2,24,16
202324,PAAA854046,4,40,33
202324,LIAA81403P,4,46,48
202324,BAAA86901P,5,27,38
202324,MNAA80701G,4,43,42
202324,NAAA17807V,3,29,33
202324,MEAA86703D,2,25,28
202324,CZAA85201G,6,51,50
202324,FGAA847016,4,39,36
202324,BOAA87202E,3,26,33
202324,CHAA80604P,3,32,33
202324,PNAA83202D,5,56,54
202324,UDAA84105B,4,36,37
202324,VTAA822061,3,18,36
202324,SPAA802051,2,14,14
202324,ALAA81203Q,1,4,3
202324,CLAA82503G,3,29,22
202324,PGAA867027,5,59,51
202324,LOAA81002G,3,32,31
202324,TAAA807025,3,31,30
202324,PAAA07703V,4,44,35
202324,MNAA803029,8,109,90
202324,TEAA83705E,5,42,36
202324,BAAA81902P,4,45,37
202324,MEAA87407R,1,5,5
202324,BLAA82004L,1,9,10
202324,FEAA81904E,3,37,37
202324,LTAA833011,4,49,47
202324,CZAA84905X,3,27,28
202324,RAAA81102X,2,20,26
202324,TVAA874027,4,41,33
202324,RCAA86402N,4,46,43
202324,PGAA00203E,3,36,33
202324,CAAA09307Q,3,27,16
202324,CHAA81304T,1,16,8
202324,NAAA22017G,2,17,21
202324,CEAA89505P,2,22,12
202324,VEAA810017,2,21,16
202324,NUAA872043,1,6,6
202324,CLAA82302V,6,62,62
202324,NOAA804058,2,19,9
202324,PTAA810056,3,50,18
202324,MIAA8AU027,4,31,43
202324,AVAA84601C,1,24,25
202324,SSAA80806N,3,29,34
202324,NAAA89901Q,6,77,44
202324,LUAA844075,1,7,7
202324,MEAA87108A,2,13,16
202324,VBAA81402Q,4,28,47
202324,AQAA84502T,5,46,52
202324,ALAA831024,4,60,46
202324,BSAA89701C,3,39,31
202324,PTAA82203A,2,27,24
202324,SSAA85601T,6,59,61
202324,MIAA865024,3,35,28
202324,RCAA862022,3,36,42
202324,NAAA8AS04A,3,26,25
202324,VIAA86601E,5,58,39
202324,VEAA804021,3,29,26
202324,UDAA83202D,3,30,28
202324,MTAA81804G,2,21,21
202324,BGAA8AB01X,3,26,27
202324,SAAA014028,4,54,44
202324,SAAA8BM01R,2,20,10
202324,CSAA89004N,2,14,11
202324,FIAA81902Q,5,55,64
202324,CRAA80005Q,1,10,10
202324,SVAA82101L,1,3,10
202324,SSAA82205V,2,13,17
202324,FRAA843021,1,5,3
202324,BOAA810038,2,18,29
202324,BAAA89702X,4,41,45
202324,BIAA81903D,1,6,6
202324,CNAA82103V,1,5,8
202324,FEAA81404B,2,22,16
202324,TOAA8BM01R,4,43,42
202324,CTAA8AU025,1,12,4
202324,PVAA83002V,4,48,44
202324,CAAA8AD01B,1,10,5
202324,CTAA84203A,5,44,45
202324,LEAA081026,5,60,46
202324,MNAA82201N,3,51,24
202324,CAAA03901R,2,14,16
202324,SAAA806017,2,22,26
202324,VIAA834035,2,18,22
202324,VCAA81303G,1,3,9
202324,UDAA83101L,1,13,9
202324,RCAA832048,2,17,11
202324,NAAA8DJ014,4,34,44
202324,BNAA83705N,2,16,17
202324,MTAA81105T,1,7,5
202324,ROAA81703V,2,11,20
202324,CTAA816083,2,21,20
202324,VTAA813022,5,46,55
202324,SAAA8B603E,2,18,20
202324,TOAA8BW03E,3,30,15
202324,PTAA815026,4,45,32
202324,NOAA82803P,3,41,45
202324,LEAA85002D,2,18,15
202324,TOAA849026,1,4,3
202324,SVAA81804X,2,16,21
202324,BAAA05604R,9,83,106
202324,CEAA8BE029,2,13,11
202324,TOAA81801D,2,20,19
202324,BIAA81703T,2,13,19
202324,NAAA15201C,2,16,15
202324,NUAA83003X,3,26,28
202324,RMAA8EZ018,7,80,67
202324,PDAA874025,3,36,34
202324,MIAA8C701V,3,26,26
202324,AQAA815022,1,10,7
202324,RMAA86301X,3,15,30
202324,PSAA83305Q,4,50,40
202324,LEAA8AF022,3,44,35
202324,MIAA83801P,8,90,72
202324,PAAA03104E,3,31,31
202324,LEAA00404V,3,32,33
202324,REAA833038,3,38,24
202324,CNAA84801R,2,31,30
202324,MTAA808041,1,5,10
202324,ROAA81302E,1,4,3
202324,ANAA82503C,2,17,21
202324,PGAA86602B,1,11,7
202324,VRAA85401L,5,44,53
202324,MIAA8A4016,9,98,86
202324,RCAA804099,2,8,12
202324,LEAA84303B,2,30,14
202324,SVAA817011,7,41,54
202324,BAAA81802V,6,54,61
202324,COAA808024,3,30,36
202324,PRAA82301D,3,43,34
202324,RMAA870057,1,13,9
202324,RIAA810084,1,7,7
202324,TOAA8BQ047,1,5,7
202324,FGAA820016,3,26,31
202324,TOAA87402V,3,28,36
202324,PCAA005025,5,53,58
202324,IMAA805026,1,16,4
202324,MIAA8BT025,3,33,39
202324,BRAA824028,3,20,34
202324,CTAA8AM014,6,50,61
202324,PAAA86405T,5,52,44
202324,LEAA88902Q,5,50,66
202324,MIAA83202R,4,43,34
202324,BGAA87901A,6,58,73
202324,VIAA84602A,3,45,20
202324,REAA84801X,1,14,10
202324,SRAA81904E,3,30,31
202324,SAAA86201G,2,15,12
202324,VCAA809063,1,12,10
202324,MIAA8GF01D,9,105,104
202324,ROAA810012,2,18,25
202324,SRAA86404C,1,3,4
202324,GRAA81102N,3,8,8
202324,TOAA8A001V,2,26,17
202324,TOAA843038,1,9,7
202324,CTAA88201P,4,33,40
202324,NAAA8CP01C,9,85,68
202324,CSAA8AW01L,2,15,17
202324,SAAA16307G,3,30,25
202324,BLAA83307T,3,17,19
202324,PGAA840027,5,40,41
202324,ARAA821031,2,17,27
202324,IMAA80204R,2,15,37
202324,MIAA8CC03N,4,41,48
202324,PSAA828036,4,34,37
202324,LEAA8AB01N,1,11,13
202324,FRAA83903A,1,10,13
202324,NAAA8C501R,8,85,79
202324,SAAA87702A,3,38,38
202324,RMAA8CP01B,9,56,66
202324,NAAA812014,4,43,27
202324,APAA824048,4,54,44
202324,BNAA819065,1,10,3
202324,MSAA81807G,2,17,29
202324,CNAA818011,1,13,4
202324,NAAA8FU02T,9,79,80
202324,BRAA80703G,3,32,32
202324,FIAA875079,1,7,16
202324,RMAA8B4019,13,130,112
202324,CHAA809024,2,27,13
202324,AGAA83204B,1,10,7
202324,FOAA82202R,3,27,42
202324,CEAA80801E,2,14,14
202324,RMAA8GY01N,9,102,78
202324,KRAA827041,4,33,32
202324,PEAA037107,4,42,36
202324,CSAA88303D,2,24,13
202324,PVAA80404C,1,11,7
202324,IMAA80102V,3,31,25
202324,CTAA8AJ03P,5,52,43
202324,PAAA854035,8,72,64
202324,PSAA82501L,6,67,62
202324,BGAA86801X,2,16,19
202324,RMAA8EB01D,9,83,74
202324,VVAA83509R,2,20,20
202324,BOAA840012,3,32,29
202324,VIAA833028,2,22,22
202324,SAAA84701D,4,42,37
202324,RMAA8D6016,3,26,34
202324,TEAA81604C,1,8,3
202324,CSAA81104L,3,28,31
202324,TOAA89601P,5,39,47
202324,PZAA85804V,1,11,11
202324,CZAA82905P,2,19,18
202324,GOAA80203R,2,24,17
202324,TPAA04909C,2,22,25
202324,BAAA15807C,6,62,67
202324,VAAA842018,4,44,46
202324,MEAA856033,2,19,13
202324,CEAA8AU01T,5,38,48
202324,RMAA8A501E,3,37,29
202324,NAAA8EQ01D,5,40,37
202324,NUAA83001T,2,18,24
202324,ANAA819024,2,21,21
202324,CEAA82802R,4,35,24
202324,VVAA82205E,2,15,11
202324,LCAA81203E,1,12,8
202324,ARAA826023,2,23,19
202324,PVAA813014,2,19,22
202324,PAAA8AZ01Q,2,19,15
202324,GRAA83301D,3,72,79
202324,TVAA82001T,3,25,29
202324,GEAA831027,2,25,21
202324,PSAA822037,4,34,36
202324,BGAA85103L,1,8,8
202324,RMAA8E602T,2,22,26
202324,BOAA824014,3,41,25
202324,CEAA86401V,7,71,58
202324,COAA80104B,4,45,40
202324,NAAA515022,5,39,42
202324,CNAA812045,1,12,10
202324,BSAA842018,9,98,79
202324,FRAA81701B,5,49,43
202324,CSAA82302R,3,28,33
202324,UDAA82306V,1,7,7
202324,ANAA84603D,2,20,20
202324,GOAA81101D,2,7,6
202324,NAAA83004R,5,41,33
202324,MOAA84701P,3,40,29
202324,BAAA12205G,4,37,33
202324,FGAA820027,1,2,4
202324,SRAA810011,3,29,26
202324,LUAA828044,1,12,3
202324,CEAA8AR022,7,48,52
202324,VAAA873021,1,8,5
202324,NAAA118044,5,42,27
202324,RMAA8A301V,5,48,50
202324,ANAA81602L,3,36,28
202324,CTAA081043,4,38,39
202324,SOAA80902P,2,9,25
202324,CLAA014025,3,28,30
202324,KRAA82401A,3,42,35
202324,NOAA804047,1,15,13
202324,PVAA800078,1,12,9
202324,PDAA824035,1,14,11
202324,GEAA82501V,2,14,32
202324,BGAA84301G,5,50,58
202324,AVAA87901Q,7,36,44
202324,CNAA811049,2,22,11
202324,CBAA84606P,1,10,9
202324,ENAA824012,4,43,46
202324,TOAA899038,1,8,6
202324,PZAA864024,4,40,33
202324,BRAA03001G,1,11,11
202324,CSAA8AH018,9,108,107
202324,CRAA81201T,1,12,10
202324,UDAA82202V,1,12,6
202324,PAAA82802G,4,42,31
202324,MCAA81003C,2,26,22
202324,BAAA875034,3,27,35
202324,MOAA84001X,2,32,30
202324,RMAA8CC025,20,110,108
202324,AGAA82405D,2,20,17
202324,CEAA8AL045,2,17,14
202324,RMAA8GF012,3,38,33
202324,PNAA80801G,4,39,36
202324,PVAA80806T,2,14,23
202324,ATAA81702V,3,37,30
202324,GEAA84101R,2,21,23
202324,RMAA869031,2,20,17
202324,CAAA879038,2,21,13
202324,BGAA837029,4,44,52
202324,VVAA82804C,3,27,27
202324,LEAA824021,2,32,15
202324,NAAA8C4022,5,39,37
202324,COAA807039,9,119,92
202324,PNAA827022,6,94,62
202324,NAAA03601N,8,88,72
202324,ENAA810025,1,10,6
202324,ALAA817051,2,23,14
202324,LOAA817019,3,31,46
202324,ANAA84002D,4,39,32
202324,NAAA85101P,6,53,50
202324,MBAA8EZ02E,5,50,47
202324,MOAA837014,4,60,42
202324,BAAA09508G,2,22,22
202324,RCAA859026,3,21,25
202324,LUAA82303X,1,9,6
202324,CHAA809013,2,24,21
202324,RMAA8CX02C,1,5,11
202324,TEAA84306V,1,7,8
202324,MEAA84602B,2,11,23
202324,PRAA83002N,3,27,37
202324,NAAA038019,5,46,32
202324,VCAA80001B,7,86,56
202324,CHAA84203R,2,21,13
202324,PIAA84201E,1,8,8
202324,FIAA87001X,5,66,52
202324,VIAA81003L,2,14,13
202324,RMAA8AJ04A,1,14,4
202324,BIAA80005E,2,15,14
202324,VAAA831041,4,37,51
202324,SRAA84001R,5,52,39
202324,SPAA80503A,5,57,47
202324,ENAA82101E,3,22,29
202324,PDAA874014,4,35,29
202324,BSAA88902E,3,27,33
202324,FRAA83801C,3,32,28
202324,VIAA884036,3,26,21
202324,LOAA813056,3,25,20
202324,ANAA83801C,2,29,21
202324,TOAA87002G,2,14,25
202324,GOAA80201P,2,17,25
202324,PAAA818021,1,9,11
202324,BAAA158016,3,33,21
202324,RMAA8CM032,3,31,23
202324,COAA853022,6,57,54
202324,NAAA8E101P,9,69,83
202324,VRAA88901G,3,28,33
202324,VBAA81705A,2,10,17
202324,FEAA823013,2,22,23
202324,PEAA83801G,5,57,41
202324,SVAA803013,4,47,46
202324,CAAA87501V,2,22,15
202324,TOAA87103C,3,29,19
202324,REAA81403V,4,41,56
202324,VEAA87002X,3,34,35
202324,CAAA82805D,2,15,14
202324,PGAA809038,4,47,47
202324,BGAA8AG046,1,12,8
202324,ORAA81802Q,2,13,10
202324,SRAA83302P,4,48,38
202324,TOAA8AP01N,9,85,102
202324,FIAA82305E,2,23,13
202324,MBAA8GA039,2,26,21
202324,NAAA83001N,4,36,35
202324,SSAA813043,1,8,10
202324,CHAA837039,3,24,22
202324,PGAA809049,2,29,21
202324,ALAA832031,3,32,22
202324,RNAA018033,3,37,37
202324,SVAA80102C,2,18,20
202324,CAAA87001Q,3,31,26
202324,PZAA814023,1,4,7
202324,FGAA85704X,3,40,18
202324,SAAA83406L,1,10,12
202324,BAAA18402Q,4,38,36
202324,RCAA84302L,2,20,20
202324,UDAA847016,2,26,13
202324,BGAA8AD02L,8,116,81
202324,VTAA80802E,2,17,29
202324,SRAA828027,2,12,10
202324,PDAA860016,3,25,30
202324,BSAA89603P,3,33,24
202324,PAAA8A1015,4,54,33
202324,MEAA89110P,1,7,6
202324,PAAA81002A,4,38,30
202324,TOAA824051,1,7,10
202324,MIAA8EN01C,7,89,71
202324,BLAA82603E,3,10,16
202324,RAAA81902E,1,15,11
202324,PVAA834026,1,8,11
202324,CAAA8AF035,3,34,19
202324,RMAA8DM01E,9,81,83
202324,LEAA810056,4,44,40
202324,FGAA83105R,2,14,16
202324,SAAA80902Q,1,9,11
202324,PNAA826015,7,65,75
202324,NAAA8DL03T,5,40,43
202324,RIAA827038,2,32,23
202324,TAAA851049,1,4,5
202324,ALAA80901T,2,11,16
202324,MEAA82403G,1,10,7
202324,PGAA86104A,3,32,40
202324,LTAA85501T,1,14,9
202324,MIAA8B502N,4,34,35
202324,LOAA805024,2,27,20
202324,LEAA86902E,4,46,42
202324,MBAA8EZ01D,4,43,51
202324,PAAA117012,5,66,42
202324,NAAA8AJ01V,7,74,39
202324,BAAA82204L,3,23,24
202324,TOAA821019,3,28,26
202324,ANAA80302E,4,40,35
202324,KRAA81706C,2,18,21
202324,ALAA836016,5,55,43
202324,SIAA81501Q,4,47,44
202324,LTAA82703Q,2,16,17
202324,PTAA82703D,3,28,41
202324,PZAA89002L,2,8,8
202324,TVAA866028,3,40,17
202324,FIAA84802Q,1,13,12
202324,RMAA8DJ013,5,53,50
202324,BAAA859014,7,72,68
202324,NAAA8B801N,10,109,82
202324,REAA839037,5,45,46
202324,BAAA17304B,10,123,106
202324,TEAA83604N,4,41,41
202324,VVAA82004T,1,16,20
202324,SPAA805029,2,19,13
202324,PIAA82104L,2,23,17
202324,CEAA82801Q,4,27,33
202324,PAAA020066,5,34,52
202324,MEAA81805A,1,3,3
202324,VRAA857014,8,93,79
202324,GRAA81703N,2,19,18
202324,CZAA848021,2,23,21
202324,MIAA8A602V,6,46,64
202324,PAAA8A902R,5,45,43
202324,CTAA893015,5,57,38
202324,VEAA86303T,2,27,15
202324,SSAA84503D,4,40,46
202324,SPAA80802R,1,10,10
202324,MNAA82405D,4,43,29
202324,BAAA82002V,5,51,46
202324,COAA84301A,5,50,36
202324,CSAA8AS04C,3,37,30
202324,NAAA8FN01L,6,43,44
202324,PIAA829069,1,3,8
202324,PEAA82901R,5,62,48
202324,RAAA81301E,4,50,42
202324,CZAA87202T,1,15,16
202324,CTAA8AZ07D,2,24,18
202324,FIAA841021,3,36,19
202324,TRAA822018,2,24,22
202324,AVAA86201A,1,5,2
202324,RMAA8DG012,2,25,20
202324,BAAA85701C,4,38,51
